0.009582
0.009582
0(378467)::	9:0.018546	7:0.009790	
30495(312259)::	9:0.009368	
30496(68793)::	7:0.014996	
30497(284798)::	7:0.019645	
30498(99877)::	7:0.040599	
30499(175702)::	7:0.004776	
30500(117246)::	7:0.030561	
30501(489773)::	7:0.015043	
30502(478871)::	7:0.019718	
30503(424527)::	9:0.048038	
30504(382955)::	4:0.014737	
30505(393401)::	4:0.004186	
30506(1105)::	4:0.020887	
30507(270233)::	4:0.010179	
30508(543788)::	4:0.037103	
30509(353771)::	3:0.025659	
30510(480033)::	3:0.004635	
30511(256050)::	3:0.026042	
30512(184172)::	3:0.036803	
30513(1100)::	8:0.007449	
30514(156995)::	8:0.011936	
30515(229230)::	8:0.012115	
30516(126100)::	3:0.020837	
30517(269174)::	3:0.036678	
30518(83109)::	3:0.057960	
30519(147865)::	3:0.031349	
30520(475627)::	4:0.013921	
30521(322423)::	8:0.004139	
30522(46700)::	9:0.032978	
30523(228036)::	9:0.038331	
30524(425066)::	9:0.028542	
30525(532991)::	9:0.018831	
30526(429655)::	9:0.038238	
30527(464019)::	8:0.012769	
30528(482362)::	8:0.021128	
30529(356306)::	9:0.004666	
30530(381754)::	7:0.013804	
30531(306610)::	7:0.014380	
30532(39953)::	7:0.003903	
30533(522753)::	6:0.012941	
30534(364658)::	6:0.013052	
30535(414400)::	6:0.017253	
30536(534577)::	6:0.026018	
30537(66748)::	6:0.021643	
30538(287712)::	6:0.026065	
30539(515051)::	7:0.020580	
30540(85219)::	7:0.030924	
30541(518671)::	7:0.030946	
30542(33603)::	7:0.020492	
30543(75309)::	7:0.036229	
30544(75311)::	7:0.041435	
30545(162776)::	7:0.025853	
30546(356300)::	9:0.028561	
30547(68713)::	4:0.022092	9:0.017981	
30548(258400)::	9:0.023611	
30549(78401)::	9:0.018976	4:0.005019	
30550(302340)::	8:0.052973	
30551(91759)::	3:0.004436	
30552(161479)::	9:0.018765	
30553(253911)::	3:0.014974	
30554(159353)::	9:0.017020	
30555(30399)::	3:0.100622	
30556(182231)::	11:0.039195	
30557(380035)::	11:0.038381	
30558(78653)::	11:0.048819	
30559(308639)::	11:0.058445	
30560(427109)::	11:0.029345	
30561(386507)::	11:0.019526	
30562(327717)::	11:0.058875	
30563(280954)::	7:0.010155	
30564(275122)::	7:0.046470	
30565(477612)::	4:0.010322	3:0.031624	
30566(217092)::	4:0.010174	
30567(58646)::	7:0.046439	
30568(217090)::	8:0.012505	
30569(195483)::	8:0.021192	
30570(249818)::	8:0.019860	
30571(501304)::	8:0.016992	
30572(16411)::	4:0.010296	
30573(217098)::	8:0.008271	
30574(181523)::	3:0.003138	9:0.004464	
30575(283660)::	7:0.020595	
30576(394427)::	7:0.008794	
30577(522093)::	7:0.008794	4:0.010075	
30578(270108)::	8:0.003960	7:0.014273	
30579(324925)::	9:0.009116	
30580(207368)::	9:0.004358	8:0.011443	
30581(165388)::	8:0.002884	
30582(72693)::	9:0.037314	
30583(344076)::	7:0.004906	
30584(172132)::	6:0.013152	
30585(447460)::	6:0.080031	
30586(279018)::	6:0.034796	
30587(445251)::	7:0.030823	
30588(283197)::	7:0.025723	
30589(86609)::	9:0.023752	
30590(316394)::	9:0.014123	
30591(120221)::	9:0.043056	
30592(414294)::	9:0.023739	
30593(449308)::	9:0.047337	
30594(354754)::	3:0.015324	
30595(327529)::	8:0.017309	
30596(12210)::	3:0.014551	
30597(289728)::	8:0.004188	7:0.005011	
30598(140160)::	7:0.082686	
30599(282557)::	9:0.018518	
30600(529647)::	9:0.018599	
30601(476671)::	9:0.013752	
30602(477535)::	3:0.015756	9:0.022954	
30603(289726)::	8:0.017280	
30604(58636)::	8:0.030014	
30605(465492)::	8:0.042920	
30606(289727)::	6:0.012679	
30607(418414)::	6:0.012630	
30608(421049)::	7:0.003918	
30609(172815)::	11:0.108602	
30610(380409)::	4:0.010330	
30611(354698)::	11:0.019281	
30612(470561)::	11:0.098203	
30613(7286)::	11:0.028832	
30614(292200)::	9:0.008754	
30615(105804)::	9:0.013570	8:0.003724	
30616(292203)::	6:0.008569	
30617(172188)::	6:0.048374	
30618(292202)::	6:0.012676	
30619(518554)::	7:0.030999	
30620(518553)::	7:0.041364	
30621(376453)::	7:0.051901	
30622(386424)::	7:0.025805	
30623(148069)::	9:0.004273	
30624(542908)::	9:0.031843	
30625(165664)::	7:0.004784	
30626(106983)::	7:0.040865	
30627(197987)::	9:0.033199	
30628(448867)::	9:0.018910	
30629(356563)::	9:0.028413	
30630(392704)::	9:0.042740	
30631(201650)::	9:0.013600	
30632(235622)::	9:0.018442	
30633(493051)::	9:0.028384	
30634(447646)::	9:0.052119	
30635(197983)::	3:0.036618	
30636(290576)::	3:0.010159	
30637(184197)::	3:0.036712	
30638(467911)::	3:0.013975	
30639(401966)::	3:0.031217	
30640(401964)::	3:0.020789	
30641(387424)::	7:0.009866	8:0.007896	
30642(222130)::	6:0.021398	
30643(228101)::	3:0.004755	
30644(324421)::	6:0.017022	
30645(79923)::	9:0.004269	
30646(133279)::	9:0.031586	
30647(55670)::	8:0.003760	
30648(373997)::	8:0.025258	
30649(251253)::	9:0.003355	
30650(385540)::	9:0.018907	
30651(289780)::	9:0.013717	
30652(139377)::	9:0.022967	
30653(399481)::	7:0.005700	11:0.030177	9:0.011566	
30654(51208)::	9:0.013888	
30655(513838)::	9:0.013378	
30656(456297)::	7:0.030840	
30657(454755)::	7:0.035998	
30658(270628)::	7:0.025665	
30659(147466)::	7:0.041298	
30660(291225)::	7:0.025686	
30661(200293)::	7:0.041295	
30662(36084)::	7:0.030850	
30663(320653)::	9:0.014105	11:0.009801	
30664(317800)::	9:0.052608	
30665(309382)::	4:0.009864	
30666(325080)::	4:0.012716	
30667(309387)::	6:0.008475	
30668(174916)::	3:0.014586	
30669(10943)::	7:0.004934	3:0.014588	
30670(295739)::	3:0.009446	
30671(61705)::	3:0.015046	
30672(309389)::	7:0.007049	
30673(288071)::	7:0.014142	
30674(321952)::	7:0.002628	
30675(174917)::	8:0.017047	
30676(22549)::	8:0.017044	
30677(77664)::	8:0.030282	
30678(492668)::	8:0.034723	
30679(258060)::	8:0.026079	
30680(460773)::	6:0.004317	
30681(25378)::	6:0.004302	
30682(208396)::	6:0.025960	
30683(223401)::	6:0.012788	
30684(190858)::	6:0.030333	
30685(340074)::	11:0.038671	
30686(292177)::	11:0.029129	
30687(473183)::	11:0.038698	
30688(43995)::	11:0.019197	
30689(105096)::	6:0.021418	
30690(99249)::	6:0.026129	
30691(446198)::	6:0.021741	
30692(522980)::	6:0.021807	
30693(443712)::	6:0.039403	
30694(381574)::	3:0.007940	
30695(525668)::	3:0.003038	
30696(311879)::	3:0.025003	
30697(306723)::	
30698(302018)::	
30699(364940)::	8:0.015409	
30700(214542)::	7:0.002917	
30701(102481)::	7:0.007922	
30702(82359)::	9:0.014199	
30703(45830)::	9:0.032871	
30704(82358)::	7:0.004484	
30705(178534)::	6:0.021287	
30706(362820)::	6:0.003613	4:0.004178	
30707(202449)::	6:0.026461	
30708(250284)::	3:0.015418	
30709(25993)::	4:0.004795	
30710(120231)::	7:0.014850	
30711(148445)::	7:0.019434	
30712(364727)::	7:0.014962	
30713(120232)::	8:0.021417	
30714(212605)::	8:0.008116	
30715(184629)::	8:0.026041	
30716(178535)::	8:0.021746	
30717(360159)::	8:0.017332	
30718(419270)::	8:0.057702	
30719(500468)::	8:0.030871	
30720(74035)::	8:0.017243	
30721(65324)::	6:0.035057	
30722(370587)::	6:0.017302	
30723(198189)::	6:0.021779	
30724(358634)::	6:0.030550	
30725(338656)::	6:0.021885	
30726(461920)::	6:0.017414	
30727(349590)::	8:0.012326	
30728(24492)::	8:0.012326	
30729(97292)::	8:0.016972	
30730(163121)::	8:0.003867	3:0.014970	4:0.010904	
30731(531379)::	11:0.002488	3:0.007448	4:0.005983	7:0.023729	
30732(387912)::	3:0.031499	8:0.007986	
30733(224472)::	11:0.009536	
30734(339565)::	3:0.061395	7:0.032893	
30735(527868)::	11:0.009682	7:0.021017	
30736(506855)::	3:0.012375	4:0.003580	9:0.004221	
30737(39515)::	4:0.005525	3:0.026414	
30738(501593)::	4:0.032831	11:0.053348	9:0.010531	
30739(387960)::	11:0.040336	4:0.005477	
30740(377356)::	4:0.018743	3:0.017888	
30741(194468)::	3:0.004903	4:0.004859	
30742(433746)::	4:0.004530	3:0.009866	
30743(258675)::	3:0.004905	4:0.004860	
30744(200572)::	3:0.010359	
30745(409810)::	9:0.004787	8:0.012984	
30746(384361)::	8:0.012984	
30747(471388)::	9:0.028524	
30748(295160)::	9:0.028526	
30749(313191)::	9:0.033340	
30750(524126)::	9:0.047920	
30751(284200)::	9:0.033030	
30752(198566)::	9:0.023690	
30753(420379)::	9:0.028531	
30754(251668)::	3:0.010185	
30755(210040)::	3:0.030943	
30756(319532)::	3:0.010155	
30757(182227)::	3:0.015500	
30758(353191)::	3:0.010047	
30759(29931)::	3:0.020614	
30760(401392)::	9:0.018356	
30761(23877)::	6:0.012463	
30762(348930)::	6:0.016314	
30763(385359)::	9:0.023569	
30764(237480)::	9:0.033051	
30765(101718)::	9:0.014021	
30766(112491)::	7:0.004907	
30767(193603)::	8:0.006583	
30768(232992)::	11:0.009481	
30769(247888)::	3:0.015267	11:0.018542	
30770(278346)::	9:0.004294	
30771(199728)::	9:0.004808	6:0.002911	
30772(527191)::	6:0.011735	3:0.005060	
30773(517081)::	9:0.010042	
30774(386830)::	8:0.003302	
30775(136514)::	8:0.015488	
30776(105667)::	3:0.014606	
30777(226256)::	3:0.009995	
30778(396620)::	3:0.014573	
30779(379075)::	3:0.014573	
30780(294616)::	9:0.038264	
30781(403291)::	9:0.023807	
30782(403287)::	9:0.038246	
30783(294612)::	9:0.043074	
30784(403288)::	9:0.038226	
30785(477527)::	9:0.043032	
30786(540506)::	9:0.023759	
30787(203840)::	9:0.028548	
30788(333621)::	9:0.038161	
30789(460907)::	6:0.020826	9:0.004287	
30790(186468)::	6:0.020876	
30791(62261)::	7:0.014899	
30792(384349)::	8:0.012809	7:0.004281	
30793(394238)::	7:0.029617	
30794(496430)::	8:0.012580	
30795(274447)::	3:0.036809	
30796(320355)::	3:0.031425	
30797(7306)::	3:0.015442	
30798(221850)::	9:0.014081	
30799(359419)::	9:0.033231	
30800(371427)::	4:0.021532	
30801(130065)::	4:0.021356	
30802(340611)::	4:0.010496	
30803(142169)::	4:0.015736	
30804(230547)::	4:0.031618	
30805(136627)::	4:0.020453	
30806(67788)::	4:0.026743	
30807(269470)::	3:0.009575	6:0.003866	
30808(506697)::	3:0.009578	
30809(436320)::	8:0.011875	
30810(455109)::	8:0.008177	
30811(440371)::	8:0.016518	
30812(82688)::	8:0.012629	
30813(476712)::	6:0.022128	
30814(46737)::	6:0.004155	
30815(302130)::	6:0.008584	
30816(509971)::	6:0.025404	
30817(470152)::	6:0.017414	
30818(510010)::	6:0.026291	
30819(56856)::	8:0.044001	
30820(220771)::	8:0.021928	
30821(11941)::	8:0.017416	
30822(490711)::	8:0.035167	
30823(471141)::	8:0.021934	
30824(58126)::	8:0.003388	
30825(326205)::	9:0.006215	8:0.015707	
30826(204505)::	8:0.034866	
30827(23671)::	7:0.030420	
30828(93638)::	7:0.030712	
30829(163788)::	7:0.020317	
30830(432391)::	7:0.025587	
30831(9725)::	6:0.017234	
30832(395839)::	6:0.016974	
30833(53207)::	4:0.032094	
30834(451723)::	4:0.053917	
30835(389490)::	4:0.032065	
30836(389512)::	4:0.021271	
30837(197243)::	4:0.026587	
30838(475249)::	3:0.026103	
30839(264442)::	3:0.026097	
30840(521744)::	3:0.026017	
30841(273604)::	3:0.031395	
30842(474792)::	3:0.020782	
30843(475247)::	3:0.015303	
30844(538648)::	3:0.025681	
30845(488533)::	3:0.052908	
30846(271358)::	3:0.025788	
30847(271364)::	3:0.015218	
30848(423285)::	3:0.020401	
30849(180794)::	3:0.020399	
30850(387790)::	3:0.015219	
30851(223752)::	9:0.023155	
30852(425757)::	9:0.013876	
30853(539177)::	9:0.032366	
30854(286438)::	7:0.005057	9:0.008249	
30855(21323)::	6:0.007967	8:0.004576	
30856(4730)::	6:0.020157	
30857(471954)::	6:0.003359	
30858(106495)::	6:0.016445	
30859(246011)::	9:0.007923	
30860(340939)::	8:0.010645	
30861(271354)::	8:0.017350	
30862(494959)::	8:0.030586	
30863(157564)::	8:0.021748	
30864(224018)::	8:0.026133	
30865(271355)::	6:0.015609	
30866(67057)::	6:0.016734	
30867(413514)::	6:0.003299	
30868(378625)::	6:0.007813	
30869(271356)::	3:0.004419	
30870(447636)::	3:0.019707	
30871(471953)::	6:0.012358	
30872(17013)::	6:0.012034	
30873(194249)::	6:0.012478	
30874(246991)::	7:0.003760	4:0.005119	
30875(104547)::	7:0.012464	3:0.005113	
30876(350021)::	8:0.017213	
30877(211399)::	
30878(448671)::	
30879(424249)::	
30880(274656)::	7:0.008979	
30881(355187)::	7:0.008979	
30882(515942)::	7:0.018717	
30883(116921)::	7:0.009647	
30884(383589)::	7:0.009647	
30885(211391)::	3:0.009939	
30886(329115)::	3:0.015120	
30887(211397)::	4:0.026823	
30888(378429)::	4:0.048457	
30889(249917)::	4:0.026826	
30890(146898)::	4:0.042993	
30891(247776)::	4:0.043050	
30892(325701)::	4:0.026789	
30893(221788)::	4:0.048488	
30894(529612)::	4:0.026818	
30895(239211)::	4:0.059319	
30896(146900)::	4:0.037196	
30897(325697)::	4:0.026785	
30898(514817)::	11:0.009536	4:0.064547	
30899(146899)::	9:0.004043	
30900(154452)::	9:0.022772	
30901(313718)::	11:0.018881	
30902(483425)::	3:0.005000	
30903(169885)::	11:0.048868	
30904(420111)::	8:0.017630	
30905(510529)::	8:0.030692	
30906(7720)::	8:0.021828	
30907(399590)::	8:0.044015	
30908(451288)::	8:0.013067	
30909(137152)::	4:0.007680	3:0.006807	8:0.004062	
30910(425788)::	3:0.024980	
30911(236012)::	4:0.031821	
30912(171700)::	4:0.007896	3:0.006811	
30913(379714)::	8:0.008429	7:0.005180	
30914(355329)::	8:0.008642	
30915(113406)::	8:0.012103	
30916(365859)::	7:0.003233	8:0.005713	9:0.016842	
30917(385227)::	8:0.004243	
30918(236217)::	8:0.022023	
30919(197615)::	6:0.011675	3:0.004685	
30920(421407)::	6:0.007576	
30921(102739)::	6:0.015729	3:0.001785	
30922(293477)::	6:0.015461	
30923(253437)::	8:0.026336	
30924(290091)::	8:0.035216	
30925(418592)::	8:0.021881	
30926(197611)::	4:0.004524	
30927(149570)::	4:0.020223	
30928(196289)::	4:0.021291	
30929(189980)::	3:0.009902	9:0.004193	
30930(279902)::	9:0.027918	
30931(411357)::	11:0.039080	
30932(161735)::	11:0.049059	
30933(246708)::	4:0.010321	
30934(512703)::	4:0.010321	
30935(375007)::	3:0.009846	4:0.010484	
30936(531777)::	6:0.030166	
30937(309181)::	6:0.030581	
30938(323080)::	6:0.021875	
30939(414442)::	6:0.021726	
30940(291705)::	6:0.021003	
30941(418442)::	6:0.003866	
30942(530109)::	8:0.003764	
30943(108663)::	7:0.030488	
30944(307956)::	7:0.014735	
30945(147550)::	7:0.030752	
30946(147604)::	7:0.040750	
30947(103284)::	7:0.025362	
30948(108292)::	7:0.030742	
30949(53718)::	7:0.009554	
30950(189988)::	7:0.014548	
30951(389581)::	7:0.014548	
30952(309985)::	7:0.014552	
30953(356427)::	7:0.019760	
30954(371285)::	6:0.017041	
30955(350394)::	6:0.012423	4:0.005242	
30956(250035)::	6:0.021366	
30957(413123)::	6:0.011976	
30958(130457)::	6:0.015413	
30959(477376)::	3:0.015641	
30960(253504)::	6:0.008654	3:0.010190	
30961(50145)::	3:0.025647	
30962(524415)::	3:0.005033	
30963(487273)::	9:0.009098	
30964(255733)::	9:0.033131	
30965(1613)::	9:0.028093	
30966(477074)::	3:0.021113	
30967(355765)::	3:0.053078	
30968(49049)::	3:0.047732	
30969(477073)::	8:0.006781	9:0.006137	
30970(419523)::	8:0.020760	
30971(268780)::	3:0.005060	
30972(268785)::	3:0.009837	
30973(430646)::	3:0.014666	
30974(348988)::	9:0.023917	
30975(55432)::	9:0.011073	
30976(303186)::	9:0.033496	
30977(516684)::	9:0.008973	
30978(516686)::	6:0.025505	
30979(107760)::	6:0.017072	
30980(19695)::	6:0.039058	
30981(35652)::	6:0.012675	
30982(78579)::	9:0.011681	
30983(426146)::	9:0.003278	
30984(489982)::	9:0.008214	
30985(235137)::	9:0.013094	
30986(3070)::	7:0.014757	
30987(211915)::	7:0.014258	
30988(186783)::	7:0.029916	
30989(139897)::	8:0.026336	
30990(533956)::	9:0.011654	
30991(33739)::	9:0.008184	8:0.004010	
30992(481859)::	9:0.003275	
30993(403024)::	8:0.007779	
30994(538370)::	8:0.021055	
30995(446901)::	8:0.011893	
30996(533953)::	9:0.023350	
30997(333624)::	9:0.023285	
30998(303307)::	9:0.027998	
30999(378209)::	9:0.013809	
31000(482431)::	9:0.023351	
31001(357738)::	9:0.023306	
31002(403029)::	8:0.004350	
31003(479546)::	7:0.009359	
31004(92955)::	7:0.014326	
31005(117583)::	7:0.019586	
31006(472737)::	3:0.015216	
31007(373687)::	3:0.015219	
31008(414065)::	3:0.020594	
31009(330082)::	3:0.041648	
31010(284437)::	
31011(70207)::	6:0.026340	
31012(280146)::	6:0.030757	
31013(19326)::	6:0.021887	
31014(273567)::	7:0.020533	
31015(243442)::	7:0.025345	
31016(173631)::	8:0.013100	4:0.010608	
31017(391999)::	4:0.021208	
31018(500394)::	3:0.010313	4:0.009209	
31019(40079)::	4:0.021207	
31020(268434)::	6:0.003330	
31021(20024)::	6:0.016036	
31022(61643)::	
31023(220813)::	6:0.021744	
31024(357464)::	6:0.017029	
31025(169993)::	3:0.005104	
31026(305057)::	3:0.007800	6:0.004175	
31027(144948)::	8:0.021819	
31028(175582)::	8:0.017343	
31029(115739)::	11:0.018956	
31030(115738)::	9:0.018109	
31031(134054)::	9:0.008988	
31032(339799)::	9:0.022734	
31033(421170)::	9:0.008791	
31034(289002)::	9:0.052212	
31035(183351)::	9:0.018857	
31036(214526)::	9:0.043062	
31037(106894)::	9:0.033476	
31038(230984)::	9:0.018826	
31039(115736)::	7:0.088180	
31040(303565)::	7:0.036044	
31041(2815)::	7:0.010205	
31042(308268)::	7:0.040315	
31043(453763)::	7:0.015387	
31044(211447)::	7:0.015387	
31045(475307)::	7:0.015034	
31046(122301)::	7:0.019682	
31047(374337)::	7:0.020660	
31048(145614)::	7:0.020280	
31049(513204)::	7:0.020282	
31050(332671)::	7:0.041233	
31051(234198)::	7:0.056967	
31052(404795)::	7:0.020586	
31053(190975)::	7:0.025735	
31054(417476)::	6:0.017109	
31055(524252)::	6:0.021268	
31056(491032)::	6:0.003854	
31057(7555)::	6:0.017109	
31058(66166)::	4:0.027058	
31059(189329)::	4:0.026630	
31060(134588)::	4:0.010533	
31061(51845)::	4:0.014855	
31062(321544)::	4:0.032309	
31063(346839)::	4:0.037722	
31064(174049)::	4:0.027004	
31065(177614)::	4:0.032137	
31066(528900)::	4:0.026853	
31067(451117)::	4:0.026888	
31068(258627)::	4:0.026937	
31069(331320)::	4:0.070462	
31070(326105)::	4:0.026724	
31071(280082)::	4:0.081279	
31072(280100)::	4:0.048588	
31073(458783)::	4:0.032247	
31074(68496)::	4:0.037697	
31075(142200)::	4:0.032209	
31076(447685)::	3:0.015375	
31077(456463)::	3:0.025815	
31078(508760)::	3:0.020404	
31079(529947)::	3:0.042052	
31080(517214)::	3:0.015418	
31081(535718)::	3:0.015497	
31082(447683)::	3:0.036762	
31083(424654)::	3:0.041793	
31084(264317)::	3:0.020889	
31085(335958)::	3:0.026219	
31086(505880)::	3:0.026183	
31087(117597)::	3:0.026125	
31088(538821)::	3:0.015510	
31089(232336)::	6:0.012974	
31090(77220)::	6:0.030644	
31091(251248)::	6:0.034912	
31092(351342)::	6:0.017303	
31093(203182)::	6:0.017243	9:0.004362	
31094(272110)::	3:0.006526	4:0.009139	
31095(405104)::	6:0.021752	
31096(147767)::	6:0.012953	
31097(123867)::	6:0.048091	
31098(140492)::	6:0.021826	
31099(277899)::	7:0.009558	
31100(415051)::	7:0.014879	
31101(500470)::	9:0.023850	
31102(276741)::	3:0.008399	4:0.017966	
31103(280333)::	4:0.042416	
31104(530420)::	8:0.007810	4:0.004179	6:0.004198	
31105(177843)::	4:0.014652	
31106(217057)::	7:0.004717	3:0.005059	8:0.007657	
31107(93800)::	6:0.066193	
31108(530421)::	
31109(173160)::	
31110(164133)::	8:0.003610	
31111(80834)::	3:0.020970	
31112(106421)::	6:0.026331	
31113(366383)::	4:0.031441	
31114(346628)::	4:0.015416	
31115(528407)::	8:0.008058	
31116(171507)::	8:0.012386	
31117(175029)::	8:0.012440	
31118(330198)::	9:0.008103	
31119(439674)::	9:0.018192	
31120(131411)::	9:0.008103	
31121(185194)::	8:0.000768	3:0.003108	
31122(135931)::	8:0.004993	
31123(401701)::	3:0.008187	
31124(326115)::	11:0.039455	
31125(176099)::	9:0.037800	
31126(485051)::	11:0.007739	9:0.010175	
31127(365160)::	9:0.009225	
31128(179300)::	9:0.023186	
31129(75421)::	8:0.003348	9:0.009223	
31130(497979)::	11:0.011781	9:0.015376	7:0.006616	
31131(65421)::	9:0.014275	
31132(326126)::	9:0.006929	
31133(515993)::	9:0.023579	
31134(419300)::	9:0.009521	
31135(56103)::	9:0.018727	
31136(185191)::	8:0.026311	
31137(44901)::	8:0.012938	
31138(231433)::	8:0.030897	
31139(529284)::	7:0.015186	
31140(273039)::	7:0.030704	
31141(489)::	3:0.002997	
31142(86081)::	3:0.007801	
31143(93615)::	7:0.072735	
31144(13087)::	7:0.025638	
31145(103945)::	3:0.015814	
31146(48443)::	3:0.010398	
31147(360124)::	3:0.026263	
31148(116201)::	3:0.020939	
31149(173801)::	3:0.015883	4:0.005090	
31150(347489)::	3:0.021009	
31151(114279)::	3:0.015787	
31152(16366)::	3:0.005228	
31153(5510)::	3:0.026423	
31154(39708)::	3:0.026407	
31155(84124)::	3:0.015892	
31156(320847)::	3:0.026577	
31157(44392)::	3:0.036925	
31158(253796)::	8:0.026166	
31159(296282)::	8:0.008760	
31160(489667)::	8:0.022063	
31161(426227)::	8:0.021879	
31162(429529)::	8:0.004329	4:0.005146	
31163(412371)::	8:0.023419	3:0.013217	
31164(501450)::	8:0.017640	
31165(499621)::	8:0.021675	
31166(279772)::	6:0.035172	
31167(65404)::	6:0.008393	
31168(500176)::	6:0.022139	
31169(181397)::	7:0.020560	
31170(181393)::	7:0.014316	11:0.011374	
31171(4841)::	7:0.029439	11:0.021090	
31172(187615)::	11:0.038923	
31173(274677)::	7:0.004816	
31174(527537)::	7:0.020148	
31175(265202)::	7:0.025522	
31176(430516)::	7:0.019913	
31177(526443)::	7:0.030688	
31178(360530)::	7:0.020180	
31179(402778)::	6:0.021789	
31180(470593)::	6:0.030682	
31181(131491)::	6:0.035051	
31182(422705)::	6:0.030575	
31183(196909)::	6:0.035033	
31184(142772)::	6:0.026171	
31185(279775)::	9:0.018280	
31186(81601)::	9:0.013620	
31187(220517)::	9:0.023226	
31188(280104)::	9:0.018367	
31189(204454)::	9:0.013553	
31190(429117)::	8:0.007675	
31191(265346)::	8:0.016746	
31192(122914)::	8:0.012170	
31193(401070)::	8:0.011255	
31194(506936)::	9:0.028278	
31195(263260)::	3:0.015350	
31196(216141)::	3:0.020815	
31197(492422)::	3:0.020344	
31198(291725)::	7:0.051289	
31199(28412)::	7:0.025572	
31200(119838)::	7:0.025256	
31201(273097)::	7:0.020295	
31202(22628)::	8:0.017353	
31203(130499)::	4:0.026590	
31204(97904)::	4:0.026129	
31205(404300)::	4:0.042968	
31206(286003)::	6:0.025876	
31207(423292)::	6:0.012677	
31208(442749)::	6:0.017585	
31209(513043)::	6:0.008408	
31210(301690)::	
31211(495392)::	
31212(3927)::	4:0.015667	
31213(3966)::	4:0.021098	
31214(182625)::	4:0.031216	
31215(78041)::	4:0.042493	
31216(46079)::	7:0.015232	
31217(229711)::	7:0.041442	
31218(52633)::	9:0.028167	
31219(225941)::	8:0.003874	
31220(211997)::	7:0.014672	
31221(425191)::	7:0.014671	
31222(391607)::	7:0.019896	
31223(262229)::	7:0.020072	
31224(456478)::	9:0.022575	
31225(323539)::	9:0.008971	
31226(209498)::	9:0.009226	
31227(86634)::	9:0.008897	
31228(326654)::	3:0.010022	
31229(6724)::	3:0.020252	
31230(168668)::	3:0.015261	
31231(528116)::	3:0.009312	
31232(326658)::	8:0.022160	
31233(408558)::	7:0.015035	
31234(234925)::	7:0.020145	
31235(532275)::	7:0.034348	11:0.003414	
31236(364538)::	3:0.014464	6:0.004124	
31237(498750)::	3:0.004081	
31238(514201)::	3:0.030907	
31239(100201)::	4:0.015580	
31240(220790)::	4:0.015439	
31241(456107)::	4:0.026259	
31242(463813)::	9:0.018747	4:0.005692	
31243(534048)::	9:0.067334	
31244(44188)::	9:0.047870	
31245(373122)::	6:0.021868	
31246(460273)::	6:0.021825	
31247(469403)::	6:0.008482	
31248(50161)::	3:0.003920	
31249(487142)::	3:0.012840	
31250(130903)::	7:0.003760	
31251(359052)::	7:0.012466	
31252(19506)::	8:0.017296	
31253(81599)::	8:0.021747	
31254(187323)::	7:0.025319	
31255(423631)::	7:0.041498	
31256(529080)::	7:0.009802	
31257(129386)::	7:0.014926	
31258(192254)::	7:0.030606	
31259(484871)::	7:0.030898	
31260(117803)::	8:0.003870	
31261(506166)::	8:0.021910	
31262(247615)::	6:0.008259	
31263(157794)::	6:0.021253	
31264(497536)::	4:0.021239	
31265(6091)::	8:0.017222	
31266(108041)::	8:0.030863	
31267(292837)::	8:0.088852	
31268(373216)::	11:0.009361	8:0.017070	
31269(249107)::	8:0.017060	
31270(231012)::	6:0.017511	
31271(232451)::	6:0.043772	
31272(179028)::	6:0.044169	
31273(155098)::	8:0.025832	
31274(231017)::	7:0.003676	
31275(411897)::	3:0.004633	7:0.011795	
31276(457611)::	8:0.021808	
31277(525229)::	8:0.026242	
31278(80155)::	8:0.017419	
31279(473317)::	8:0.026542	
31280(400747)::	8:0.075835	
31281(60453)::	8:0.030932	
31282(397335)::	3:0.015260	
31283(9691)::	3:0.025623	
31284(264871)::	8:0.021215	
31285(66001)::	8:0.043906	
31286(368641)::	8:0.007792	
31287(430819)::	8:0.016773	
31288(417440)::	8:0.012517	
31289(185306)::	8:0.021005	
31290(453558)::	8:0.003941	
31291(54912)::	3:0.026132	
31292(540925)::	8:0.008378	
31293(91600)::	8:0.038266	
31294(396846)::	8:0.025460	
31295(527702)::	4:0.015877	
31296(297367)::	4:0.026709	
31297(53790)::	4:0.037321	
31298(63295)::	4:0.015907	
31299(140804)::	7:0.024893	
31300(439519)::	7:0.020357	
31301(465477)::	7:0.004495	9:0.004464	4:0.004176	
31302(292835)::	
31303(442440)::	
31304(17339)::	
31305(140316)::	
31306(440419)::	9:0.013724	
31307(24781)::	8:0.015721	9:0.024800	
31308(291493)::	6:0.026335	
31309(442486)::	9:0.018321	
31310(179781)::	9:0.013759	
31311(84773)::	6:0.012516	9:0.009016	
31312(225202)::	9:0.047296	
31313(347487)::	9:0.028290	
31314(208504)::	6:0.003596	3:0.004011	
31315(320853)::	6:0.017083	
31316(438716)::	7:0.020435	
31317(213706)::	7:0.030616	
31318(257057)::	7:0.030683	
31319(360040)::	7:0.030619	
31320(383934)::	7:0.020356	
31321(440410)::	6:0.011541	
31322(459084)::	6:0.034142	
31323(400670)::	6:0.006848	
31324(535528)::	6:0.006846	
31325(484211)::	3:0.026318	
31326(241266)::	3:0.047428	
31327(62836)::	3:0.020793	
31328(359275)::	3:0.041865	
31329(5903)::	3:0.074264	
31330(350453)::	7:0.025866	
31331(484215)::	9:0.027590	
31332(403447)::	9:0.018715	
31333(463900)::	9:0.028304	
