0(228055): 
1(521702): 6(0.152719), 
14471(309440): 3(0.041166), 
14472(143946): 7(0.017901), 
14473(289885): 
14474(168805): 
14475(75475): 7(0.013678), 
14476(230906): 0(0.033452), 
14477(349078): 0(0.040143), 
14478(349314): 7(0.041756), 
14479(343202): 6(0.025543), 
14480(69294): 6(0.020349), 
14481(443466): 
14482(170884): 
14483(262584): 7(0.025822), 
14484(327518): 7(0.028070), 
14485(441168): 7(0.028061), 
14486(161137): 7(0.035102), 
14487(261705): 7(0.035150), 
14488(294476): 7(0.028079), 
14489(147045): 7(0.020722), 
14490(43089): 7(0.035151), 
14491(46479): 7(0.028070), 
14492(523109): 7(0.070071), 
14493(151152): 7(0.034463), 
14494(347919): 3(0.026319), 
14495(435859): 3(0.053742), 
14496(447208): 3(0.033618), 
14497(285025): 
14498(445093): 3(0.026322), 
14499(150890): 0(0.019813), 
14500(285160): 0(0.017589), 
14501(143543): 1(0.038825), 
14502(31587): 0(0.026161), 
14503(208566): 0(0.019111), 
14504(480728): 0(0.037968), 
14505(303912): 0(0.017616), 
14506(72335): 
14507(260837): 
14508(201383): 
14509(328613): 1(0.054356), 
14510(3417): 
14511(239675): 1(0.017084), 
14512(424281): 1(0.017084), 
14513(173245): 
14514(274564): 
14515(280153): 3(0.025771), 
14516(275112): 1(0.017870), 
14517(258469): 1(0.030152), 
14518(482479): 3(0.026174), 
14519(170440): 6(0.019748), 
14520(274568): 1(0.060014), 
14521(220639): 1(0.035490), 
14522(323964): 1(0.023101), 
14523(186582): 1(0.035886), 
14524(122106): 1(0.023600), 
14525(491200): 1(0.017624), 
14526(534468): 1(0.035850), 
14527(26506): 1(0.041569), 
14528(478678): 3(0.019723), 
14529(275535): 3(0.026391), 
14530(187426): 2(0.043205), 
14531(476292): 2(0.028467), 
14532(139353): 2(0.050644), 
14533(220834): 2(0.028487), 
14534(459601): 2(0.036026), 
14535(233001): 
14536(187421): 2(0.013616), 
14537(503200): 2(0.019272), 
14538(520142): 2(0.013987), 
14539(515444): 7(0.034038), 
14540(215151): 7(0.026641), 
14541(537437): 
14542(520140): 0(0.052045), 
14543(330306): 
14544(86624): 0(0.019390), 
14545(201926): 
14546(371561): 0(0.019385), 
14547(174004): 0(0.019389), 
14548(153796): 0(0.015775), 
14549(355211): 2(0.036755), 
14550(500450): 2(0.029073), 
14551(446777): 2(0.036754), 
14552(192582): 2(0.021931), 
14553(197457): 2(0.021941), 
14554(518954): 2(0.029412), 
14555(336076): 2(0.036758), 
14556(326970): 2(0.029360), 
14557(148057): 2(0.029408), 
14558(369949): 2(0.036755), 
14559(330983): 2(0.029359), 
14560(266877): 2(0.029365), 
14561(74817): 2(0.021945), 
14562(246659): 2(0.029363), 
14563(351150): 2(0.036758), 
14564(359797): 2(0.029066), 
14565(358406): 2(0.029363), 
14566(414234): 2(0.029411), 
14567(301716): 2(0.029412), 
14568(177554): 2(0.029409), 
14569(269705): 7(0.024503), 
14570(246544): 7(0.026893), 
14571(14767): 7(0.020234), 
14572(229578): 3(0.053343), 
14573(488310): 
14574(258282): 
14575(329311): 
14576(392930): 
14577(294908): 
14578(149791): 3(0.026717), 7(0.026785), 
14579(360454): 6(0.026950), 
14580(444103): 6(0.027117), 
14581(62149): 6(0.027120), 
14582(102032): 6(0.020189), 
14583(116111): 
14584(280259): 
14585(531493): 
14586(440964): 
14587(182149): 7(0.017743), 
14588(109351): 1(0.024191), 
14589(123529): 1(0.024263), 
14590(157047): 1(0.024195), 
14591(474908): 1(0.024167), 
14592(231545): 1(0.042251), 
14593(317169): 1(0.024230), 
14594(448053): 1(0.048455), 
14595(410732): 1(0.024262), 
14596(146817): 0(0.019133), 
14597(258772): 2(0.013833), 
14598(161537): 2(0.035580), 
14599(16733): 2(0.042664), 
14600(304479): 6(0.017852), 
14601(297058): 
14602(271427): 3(0.017140), 
14603(273326): 
14604(216952): 
14605(199779): 3(0.019068), 
14606(333736): 
14607(457027): 
14608(54677): 
14609(309842): 
14610(433424): 3(0.019389), 
14611(490381): 3(0.039754), 
14612(72029): 
14613(434430): 7(0.027571), 
14614(59801): 7(0.034494), 
14615(339470): 3(0.041135), 
14616(225347): 3(0.034158), 
14617(224553): 3(0.089361), 
14618(115224): 
14619(224671): 0(0.026283), 
14620(169701): 0(0.046233), 
14621(172770): 0(0.032973), 
14622(172129): 0(0.026342), 
14623(224670): 2(0.029342), 
14624(481926): 
14625(422367): 4(0.013666), 
14626(482556): 3(0.020204), 
14627(299066): 
14628(355338): 6(0.027508), 
14629(189288): 6(0.027777), 
14630(331644): 1(0.023535), 
14631(60486): 1(0.041842), 
14632(159367): 1(0.041412), 
14633(253857): 1(0.035665), 
14634(223071): 1(0.023325), 
14635(481921): 7(0.035002), 
14636(375189): 
14637(232892): 7(0.040476), 
14638(442187): 7(0.035113), 
14639(136444): 7(0.091434), 
14640(456022): 7(0.077268), 
14641(76137): 
14642(526667): 4(0.056173), 
14643(493832): 4(0.041948), 
14644(196886): 4(0.028061), 
14645(170166): 3(0.034210), 
14646(97010): 
14647(145518): 0(0.026442), 
14648(176242): 0(0.033408), 
14649(479335): 
14650(90079): 2(0.027769), 
14651(96078): 
14652(271698): 4(0.041928), 
14653(438674): 6(0.019053), 
14654(496984): 
14655(3306): 
14656(500187): 1(0.023889), 
14657(393993): 
14658(88009): 1(0.023711), 
14659(466189): 
14660(478309): 
14661(338456): 
14662(317910): 3(0.034277), 
14663(284970): 3(0.061380), 
14664(67315): 7(0.040192), 
14665(287358): 2(0.050836), 
14666(262918): 2(0.043576), 
14667(21893): 2(0.058260), 
14668(307053): 2(0.043482), 
14669(328718): 2(0.050922), 
14670(352879): 2(0.050920), 
14671(217720): 2(0.036199), 
14672(385211): 2(0.057621), 
14673(317917): 
14674(317919): 
14675(111946): 2(0.026278), 
14676(306891): 
14677(403714): 1(0.024166), 
14678(438435): 1(0.054610), 
14679(529157): 1(0.060822), 
14680(406549): 6(0.013468), 
14681(421291): 7(0.062464), 
14682(18647): 6(0.020835), 
14683(247807): 6(0.034343), 
14684(21040): 6(0.013971), 
14685(135350): 6(0.040955), 
14686(111327): 
14687(25647): 6(0.019204), 
14688(79656): 6(0.034342), 
14689(536850): 6(0.041065), 
14690(119736): 6(0.027869), 
14691(227960): 6(0.020939), 
14692(323201): 3(0.027044), 
14693(164419): 6(0.020874), 
14694(129672): 
14695(476215): 
14696(509308): 6(0.020886), 
14697(37758): 6(0.020972), 
14698(175705): 6(0.027866), 
14699(5002): 6(0.027741), 
14700(375039): 6(0.020939), 
14701(33098): 6(0.020959), 
14702(439979): 7(0.013761), 
14703(189390): 
14704(163084): 
14705(181842): 6(0.034533), 
14706(211772): 6(0.047799), 
14707(438093): 6(0.027569), 
14708(130176): 6(0.027432), 
14709(235414): 6(0.020318), 
14710(184932): 6(0.027449), 
14711(370014): 
14712(418990): 6(0.020985), 
14713(328651): 6(0.053383), 7(0.098879), 
14714(529177): 
14715(463044): 7(0.025231), 
14716(91266): 0(0.023565), 
14717(471288): 
14718(153574): 
14719(439884): 
14720(257985): 7(0.047744), 
14721(520422): 7(0.027905), 
14722(406856): 7(0.020692), 
14723(300439): 7(0.027903), 
14724(327138): 
14725(155478): 4(0.035468), 
14726(439831): 3(0.032847), 
14727(358036): 4(0.017567), 
14728(400251): 3(0.019046), 
14729(163104): 7(0.013675), 
14730(188222): 7(0.013677), 
14731(188746): 
14732(429884): 6(0.024619), 
14733(139618): 3(0.041054), 
14734(134358): 3(0.117411), 
14735(185117): 1(0.024184), 
14736(344691): 1(0.103464), 
14737(370931): 7(0.034703), 
14738(441148): 7(0.048797), 
14739(465409): 7(0.041652), 
14740(417276): 7(0.034696), 
14741(323567): 7(0.069968), 
14742(5850): 0(0.057528), 
14743(370938): 7(0.027084), 
14744(264657): 
14745(47906): 7(0.034397), 
14746(176973): 2(0.036341), 
14747(159946): 2(0.036257), 
14748(145977): 
14749(261433): 2(0.014400), 
14750(121852): 2(0.014402), 
14751(30307): 2(0.050949), 
14752(520399): 2(0.036147), 
14753(184216): 2(0.036092), 
14754(201955): 2(0.043406), 
14755(101770): 7(0.112010), 
14756(211657): 7(0.027698), 
14757(419956): 7(0.062904), 
14758(514216): 7(0.020306), 
14759(275802): 7(0.027809), 
14760(169762): 7(0.027809), 
14761(134378): 7(0.013808), 
14762(5313): 7(0.027318), 
14763(471883): 7(0.069933), 
14764(269854): 6(0.013859), 7(0.013861), 
14765(482709): 7(0.053966), 
14766(169560): 7(0.055519), 
14767(475778): 
14768(408713): 7(0.027871), 
14769(342275): 4(0.034723), 
14770(304252): 4(0.036119), 
14771(433837): 4(0.057553), 
14772(101441): 4(0.035381), 
14773(421972): 4(0.071782), 
14774(278234): 4(0.035856), 
14775(294645): 
14776(354960): 6(0.090316), 
14777(501121): 1(0.017196), 
14778(457511): 1(0.034496), 
14779(124164): 
14780(124165): 6(0.033271), 
14781(352264): 
14782(406747): 
14783(188308): 6(0.041174), 7(0.034027), 
14784(128805): 2(0.058045), 
14785(147667): 2(0.043060), 
14786(428252): 2(0.065406), 
14787(211885): 2(0.043524), 
14788(141971): 2(0.043337), 
14789(364892): 2(0.058000), 
14790(341900): 2(0.036096), 
14791(180136): 2(0.020800), 
14792(496462): 2(0.050843), 
14793(359640): 6(0.016381), 
14794(312100): 6(0.026762), 
14795(399439): 
14796(435215): 
14797(147758): 1(0.023568), 
14798(392384): 
14799(169828): 0(0.059557), 
14800(277211): 4(0.013546), 
14801(224571): 4(0.020091), 
14802(494263): 6(0.027185), 
14803(389570): 6(0.041108), 
14804(154235): 6(0.046311), 
14805(233944): 6(0.033724), 
14806(27983): 6(0.032891), 
14807(94096): 
14808(279849): 
14809(118624): 4(0.032395), 
14810(499003): 1(0.017856), 2(0.020139), 
14811(454456): 4(0.034079), 
14812(147245): 2(0.065737), 
14813(383213): 2(0.036660), 
14814(538056): 2(0.036664), 
14815(53324): 2(0.021122), 
14816(39047): 2(0.036541), 
14817(214447): 2(0.028723), 
14818(193122): 2(0.029227), 
14819(496693): 2(0.080461), 
14820(414229): 2(0.029293), 
14821(406125): 2(0.079444), 
14822(474985): 2(0.014083), 
14823(345606): 2(0.036535), 
14824(162643): 2(0.043653), 
14825(325319): 1(0.023643), 
14826(230900): 1(0.041737), 
14827(422571): 1(0.065495), 
14828(371440): 1(0.017544), 
14829(233826): 6(0.034604), 
14830(278664): 6(0.041603), 
14831(232309): 6(0.088336), 
14832(192990): 6(0.059071), 
14833(167920): 6(0.069447), 
14834(182463): 
14835(46721): 2(0.036675), 
14836(205916): 2(0.014479), 
14837(116674): 2(0.036676), 
14838(537787): 2(0.029327), 
14839(143094): 2(0.021535), 
14840(183035): 2(0.014478), 
14841(259741): 2(0.021534), 
14842(125975): 2(0.014475), 
14843(320721): 2(0.014479), 
14844(196470): 2(0.020217), 
14845(342796): 2(0.036678), 
14846(61144): 2(0.028548), 
14847(366145): 4(0.013984), 
14848(298624): 4(0.034260), 
14849(540455): 1(0.023102), 
14850(406461): 
14851(367438): 2(0.029348), 
14852(183800): 0(0.019765), 
14853(84695): 0(0.039569), 
14854(121531): 
14855(399134): 1(0.048090), 
14856(431969): 6(0.040979), 
14857(121536): 
14858(358513): 4(0.028465), 
14859(14044): 4(0.057103), 
14860(337194): 4(0.071536), 
14861(496871): 4(0.071517), 
14862(363533): 4(0.035038), 
14863(190127): 4(0.042187), 
14864(107831): 4(0.028179), 
14865(323387): 4(0.048897), 
14866(518662): 4(0.056992), 
14867(27178): 4(0.013373), 
14868(186498): 2(0.050810), 
14869(388620): 2(0.043390), 
14870(158528): 
14871(393934): 2(0.021263), 
14872(60063): 2(0.028528), 
14873(289290): 2(0.042355), 4(0.013529), 
14874(457780): 
14875(510314): 3(0.034318), 
14876(369065): 3(0.034366), 
14877(11153): 3(0.068790), 
14878(462789): 3(0.075741), 
14879(130418): 3(0.110442), 
14880(49254): 3(0.034365), 
14881(437448): 3(0.034239), 
14882(296041): 3(0.034359), 
14883(242112): 3(0.034327), 
14884(183837): 3(0.041090), 
14885(428012): 3(0.034244), 
14886(215957): 
14887(195055): 
14888(65210): 0(0.026169), 
14889(479116): 1(0.024059), 
14890(389034): 1(0.023884), 
14891(345751): 0(0.019367), 
14892(441488): 0(0.038379), 
14893(361814): 0(0.039636), 
14894(417610): 0(0.025544), 
14895(544345): 1(0.030092), 
14896(13812): 
14897(44275): 
14898(286696): 
14899(482667): 2(0.013370), 
14900(455498): 
14901(226388): 
14902(317282): 6(0.069505), 
14903(31454): 6(0.055329), 
14904(334083): 6(0.076134), 
14905(85296): 6(0.076160), 
14906(262420): 6(0.048487), 
14907(347422): 6(0.041493), 
14908(73125): 6(0.034460), 
14909(280933): 6(0.034572), 
14910(250210): 6(0.034598), 
14911(405539): 6(0.027580), 
14912(121807): 6(0.034537), 
14913(418482): 
14914(22808): 
14915(5088): 7(0.013994), 
14916(281022): 0(0.033249), 
14917(315668): 3(0.026421), 
14918(530088): 3(0.019492), 
14919(472697): 3(0.026424), 
14920(64320): 3(0.026423), 
14921(491001): 3(0.040531), 
14922(274972): 3(0.054317), 
14923(61904): 3(0.033739), 
14924(16755): 3(0.081379), 
14925(426482): 3(0.033632), 
14926(434087): 3(0.020102), 
14927(135992): 3(0.039877), 
14928(157359): 3(0.033703), 
14929(93857): 3(0.033024), 
14930(317138): 
14931(407185): 0(0.030822), 
14932(167120): 
14933(376922): 
14934(450523): 0(0.025588), 
14935(5336): 4(0.039922), 6(0.029932), 
14936(295105): 6(0.033547), 
14937(34070): 3(0.019740), 4(0.043307), 
14938(240757): 4(0.037837), 6(0.014358), 
14939(504974): 6(0.027543), 
14940(437726): 4(0.042344), 
14941(528675): 4(0.034859), 
14942(538715): 4(0.028361), 
14943(237932): 4(0.035119), 
14944(434995): 4(0.128837), 
14945(315248): 4(0.077469), 
14946(455146): 
14947(14314): 1(0.035136), 
14948(175270): 1(0.018052), 
14949(419687): 2(0.036858), 
14950(369312): 
14951(389707): 7(0.027083), 
14952(193292): 7(0.034163), 
14953(287337): 
14954(24222): 7(0.027135), 
14955(340984): 7(0.055911), 
14956(411254): 7(0.027431), 
14957(367547): 7(0.033930), 
14958(522717): 4(0.050115), 
14959(45144): 4(0.035799), 
14960(270092): 4(0.035801), 
14961(173715): 4(0.035797), 
14962(123979): 
14963(447733): 
14964(502634): 1(0.023268), 
14965(18734): 
14966(220789): 
14967(148831): 0(0.073796), 
14968(108834): 
14969(108836): 
14970(108837): 6(0.020373), 
14971(420353): 6(0.041182), 
14972(405639): 6(0.054517), 
14973(344470): 2(0.050707), 
14974(44825): 4(0.028473), 
14975(250353): 7(0.034360), 
14976(453948): 7(0.020362), 
14977(3814): 7(0.041458), 
14978(252597): 7(0.020765), 
14979(542090): 7(0.013496), 
14980(66981): 7(0.020419), 
14981(63950): 7(0.027336), 
14982(53886): 7(0.020425), 
14983(276970): 7(0.034600), 
14984(429997): 7(0.027334), 
14985(395059): 7(0.027564), 
14986(397671): 
14987(512190): 4(0.014211), 
14988(458365): 7(0.013664), 
14989(46361): 7(0.055240), 
14990(137876): 1(0.016906), 
14991(341130): 1(0.034830), 
14992(361241): 1(0.016905), 
14993(427763): 1(0.022538), 
14994(83669): 4(0.014091), 
14995(75207): 4(0.091854), 
14996(267739): 4(0.085537), 
14997(243758): 6(0.118894), 
14998(314903): 6(0.034888), 
14999(242336): 6(0.020801), 
15000(47974): 6(0.027778), 
15001(246509): 6(0.055770), 
15002(418746): 6(0.020782), 
15003(122926): 6(0.020800), 
15004(502495): 6(0.034832), 
15005(336197): 6(0.034693), 
15006(298993): 6(0.069483), 
15007(367118): 6(0.020793), 
15008(167319): 6(0.034689), 
15009(517850): 6(0.027902), 
15010(37312): 6(0.027849), 
15011(83667): 1(0.071940), 
15012(235302): 
15013(257798): 1(0.015795), 
15014(495548): 
15015(316273): 
15016(335101): 1(0.029836), 
15017(518021): 
15018(416296): 1(0.023835), 
15019(300794): 1(0.015541), 
15020(221946): 
15021(47993): 2(0.050996), 
15022(296996): 2(0.124536), 
15023(378949): 2(0.036370), 
15024(128877): 2(0.043662), 
15025(25105): 2(0.073010), 
15026(103345): 2(0.087755), 
15027(401608): 2(0.036311), 
15028(217256): 3(0.032417), 
15029(316904): 3(0.023844), 
15030(257977): 
15031(277574): 
15032(47998): 1(0.017047), 
15033(387281): 1(0.021511), 
15034(371417): 1(0.022904), 
15035(53316): 0(0.019454), 1(0.034442), 
15036(219069): 0(0.020059), 
15037(303574): 
15038(357699): 0(0.020057), 
15039(169017): 0(0.020058), 
15040(288758): 0(0.020058), 
15041(17879): 0(0.020054), 
15042(370204): 0(0.025800), 
15043(488793): 
15044(270384): 6(0.034432), 
15045(488051): 
15046(133383): 6(0.027659), 
15047(130287): 6(0.034434), 
15048(257196): 6(0.013647), 
15049(63235): 6(0.048116), 
15050(255958): 6(0.013381), 
15051(332062): 6(0.062563), 
15052(314402): 6(0.019942), 
15053(216517): 6(0.034811), 
15054(239919): 6(0.013823), 
15055(276265): 6(0.041417), 
15056(124242): 6(0.041604), 
15057(145090): 6(0.034633), 
15058(484822): 4(0.022943), 
15059(143463): 6(0.013820), 
15060(328848): 6(0.020175), 
15061(450913): 6(0.020333), 
15062(250206): 6(0.048575), 
15063(361452): 4(0.013945), 6(0.013918), 
15064(200203): 
15065(522818): 4(0.066620), 
15066(398588): 6(0.024145), 
15067(129990): 1(0.017995), 
15068(123391): 1(0.017574), 
15069(284852): 1(0.059928), 
15070(213824): 1(0.035580), 
15071(49292): 1(0.035398), 
15072(405839): 0(0.016913), 
15073(352112): 
15074(480706): 
15075(539566): 
15076(179006): 6(0.018163), 
15077(539567): 
15078(278291): 
15079(266666): 
15080(95366): 
15081(297509): 1(0.018921), 
15082(147399): 
15083(193226): 2(0.021353), 
15084(152380): 2(0.035601), 
15085(201676): 2(0.035607), 
15086(82047): 7(0.034741), 
15087(274945): 7(0.048686), 
15088(215392): 7(0.048686), 
15089(95576): 7(0.048457), 
15090(197684): 7(0.055786), 
15091(355035): 7(0.026369), 
15092(470923): 7(0.083018), 
15093(209261): 
15094(330845): 7(0.027425), 
15095(361826): 
15096(341603): 
15097(282646): 4(0.028447), 
15098(223916): 
15099(171834): 
15100(1809): 
15101(163602): 
15102(516463): 
15103(16070): 3(0.020285), 
15104(23333): 3(0.088942), 
15105(132641): 3(0.050905), 
15106(383594): 0(0.026043), 
15107(445845): 0(0.032488), 
15108(421949): 0(0.026050), 
15109(524574): 0(0.026050), 
15110(403588): 0(0.039050), 
15111(383592): 
15112(393897): 7(0.026071), 
15113(532715): 
15114(185354): 3(0.047078), 
15115(10319): 
15116(483146): 7(0.041678), 
15117(339132): 7(0.021100), 
15118(363342): 7(0.021109), 
15119(508120): 7(0.013971), 
15120(10893): 1(0.023702), 
15121(310540): 
15122(441565): 1(0.029969), 
15123(160894): 7(0.013443), 
15124(360901): 2(0.021230), 7(0.040683), 
15125(511008): 7(0.062052), 
15126(160892): 
15127(136073): 1(0.029596), 
15128(304230): 6(0.020852), 
15129(315097): 6(0.091002), 
15130(497955): 3(0.033347), 
15131(70915): 3(0.020291), 
15132(307905): 
15133(492704): 3(0.018214), 
15134(338121): 
15135(157914): 7(0.020992), 
15136(142254): 7(0.035108), 
15137(220838): 7(0.027159), 
15138(308759): 7(0.013608), 
15139(505102): 2(0.021694), 
15140(274717): 2(0.049903), 
15141(496095): 2(0.094580), 
15142(348772): 1(0.026517), 
15143(375050): 
15144(534237): 
15145(462071): 
15146(345274): 
15147(510704): 4(0.036232), 
15148(228527): 2(0.036356), 
15149(523894): 2(0.043977), 
15150(376059): 4(0.028678), 
15151(114389): 4(0.050097), 
15152(212797): 4(0.036224), 
15153(129242): 2(0.020593), 
15154(93430): 4(0.035881), 
15155(159385): 2(0.029352), 
15156(465726): 
15157(446329): 2(0.036688), 
15158(266211): 2(0.029349), 
15159(117379): 2(0.029339), 
15160(239584): 2(0.029342), 
15161(71369): 4(0.036227), 
15162(466526): 4(0.036227), 
15163(41326): 4(0.036225), 
15164(130103): 
15165(502078): 4(0.036232), 
15166(426668): 4(0.036234), 
15167(225185): 2(0.036775), 
15168(54165): 2(0.036360), 
15169(75065): 2(0.036702), 
15170(89743): 2(0.184784), 
15171(518524): 2(0.029346), 
15172(393638): 4(0.036106), 
15173(518485): 4(0.042856), 
15174(275981): 2(0.029343), 
15175(1452): 4(0.036225), 
15176(121575): 2(0.029330), 
15177(475887): 4(0.036234), 
15178(120505): 4(0.018728), 
15179(142009): 2(0.043525), 
15180(95920): 2(0.036530), 
15181(223428): 2(0.029341), 
15182(82132): 
15183(298794): 4(0.036225), 
15184(492055): 2(0.029339), 
15185(469251): 2(0.043670), 
15186(19989): 2(0.017467), 
15187(32264): 4(0.036229), 
15188(467579): 2(0.029339), 
15189(471721): 4(0.036228), 
15190(479134): 
15191(175536): 2(0.058572), 
15192(187546): 1(0.017440), 
15193(261033): 
15194(362459): 
15195(318047): 6(0.083564), 
15196(447002): 6(0.048570), 
15197(527720): 6(0.118640), 
15198(32705): 6(0.034734), 
15199(34137): 6(0.034720), 
15200(229611): 6(0.020628), 
15201(73493): 6(0.034730), 
15202(34781): 6(0.034734), 
15203(498261): 6(0.048307), 
15204(381223): 6(0.027766), 
15205(48698): 6(0.027642), 
15206(46513): 0(0.033687), 
15207(543296): 0(0.033637), 
15208(521515): 0(0.033579), 
15209(266749): 0(0.040393), 
15210(446784): 0(0.026926), 
15211(198686): 0(0.026933), 
15212(526490): 0(0.108115), 
15213(477785): 0(0.114913), 
15214(468870): 0(0.033451), 
15215(76070): 0(0.026927), 
15216(184975): 0(0.094478), 
15217(2313): 7(0.025552), 
15218(466771): 7(0.048005), 
15219(116019): 
15220(489833): 0(0.019291), 
15221(12862): 
15222(198894): 
15223(234352): 
15224(132169): 
15225(494186): 
15226(486611): 
15227(292734): 4(0.020719), 
15228(473277): 4(0.027272), 
15229(408029): 
15230(116304): 
15231(92964): 3(0.046226), 
15232(94332): 1(0.023514), 
15233(468858): 1(0.041171), 
15234(69427): 1(0.027518), 
15235(44824): 1(0.029048), 
15236(19577): 7(0.013956), 
15237(261501): 7(0.141254), 
15238(364959): 
15239(16389): 
15240(218294): 
15241(386392): 6(0.027109), 
15242(444290): 3(0.040206), 
15243(12574): 3(0.013448), 
15244(331658): 3(0.047875), 
15245(17032): 2(0.020986), 
15246(30424): 2(0.079854), 
15247(498328): 
15248(17036): 
15249(118864): 1(0.014542), 
15250(371518): 2(0.030326), 
15251(383033): 2(0.035223), 
15252(527158): 2(0.021332), 3(0.054146), 
15253(242475): 2(0.023829), 4(0.019156), 
15254(391825): 4(0.018948), 
15255(375928): 4(0.040942), 
15256(321592): 2(0.015615), 4(0.018868), 
15257(166984): 2(0.036040), 
15258(72031): 2(0.028894), 
15259(96966): 2(0.021436), 
15260(90796): 
15261(302367): 4(0.021068), 
15262(498429): 6(0.027877), 
15263(111733): 6(0.111932), 
15264(527321): 4(0.020894), 
15265(214833): 4(0.063586), 
15266(162026): 4(0.106616), 
15267(328313): 4(0.020907), 
15268(490636): 6(0.046976), 
15269(472699): 
15270(342957): 6(0.020195), 
15271(282862): 2(0.041549), 6(0.029951), 
15272(318576): 
15273(18058): 6(0.055394), 
15274(219894): 6(0.048389), 
15275(386446): 6(0.047737), 
15276(542033): 7(0.020847), 
15277(545003): 6(0.027712), 
15278(50572): 
15279(22356): 6(0.034561), 
15280(15977): 6(0.104368), 
15281(238173): 6(0.041730), 
15282(425937): 
15283(377451): 3(0.060535), 
15284(434246): 3(0.046004), 
15285(404910): 4(0.035252), 
15286(45667): 3(0.038075), 
15287(201195): 
15288(446776): 
15289(95176): 
15290(150997): 
15291(45661): 4(0.035809), 
15292(39971): 4(0.064294), 
15293(463295): 4(0.078622), 
15294(415159): 4(0.028491), 
15295(130003): 
15296(260072): 
15297(99511): 
15298(16925): 1(0.017623), 
15299(452638): 1(0.060708), 
15300(55211): 1(0.035299), 
15301(58569): 7(0.034707), 
15302(162607): 4(0.035275), 
15303(471766): 4(0.042599), 
15304(140523): 4(0.042590), 
15305(218142): 4(0.062859), 
15306(160301): 4(0.042721), 
15307(283895): 
15308(283891): 7(0.027394), 
15309(208894): 7(0.034348), 
15310(78502): 7(0.027201), 
15311(264518): 6(0.013445), 
15312(415336): 6(0.041252), 
15313(414924): 0(0.029645), 
15314(111300): 
15315(347937): 0(0.017120), 
15316(66692): 0(0.059009), 
15317(380833): 0(0.018386), 2(0.014725), 
15318(294947): 2(0.027730), 
15319(535379): 3(0.026179), 
15320(96409): 3(0.026379), 
15321(346338): 3(0.019572), 
15322(367376): 
15323(387053): 3(0.020289), 
15324(144887): 
15325(377472): 3(0.020155), 
15326(382394): 
15327(95172): 
15328(175446): 
15329(174778): 4(0.035070), 
15330(198940): 4(0.035076), 
15331(127741): 4(0.042265), 
15332(525556): 
15333(484148): 
15334(519378): 
15335(360327): 1(0.022606), 
15336(49329): 
15337(286900): 
15338(539129): 1(0.028501), 
15339(239638): 
15340(149830): 1(0.016668), 
15341(164804): 
15342(21436): 
15343(519735): 1(0.015332), 
15344(520703): 7(0.041361), 
15345(528261): 7(0.020394), 
15346(473283): 7(0.034523), 
15347(94416): 7(0.027466), 
15348(415290): 7(0.034162), 
15349(49788): 3(0.019425), 
15350(74425): 
15351(142155): 6(0.059829), 
15352(107987): 6(0.034392), 
15353(38518): 6(0.041497), 
15354(237069): 6(0.054526), 
15355(455399): 6(0.062532), 
15356(529312): 6(0.041179), 
15357(307837): 6(0.034540), 
15358(420024): 3(0.014788), 
15359(479657): 
15360(162990): 1(0.013902), 
15361(180120): 3(0.027437), 
15362(124429): 3(0.027436), 
15363(171426): 3(0.027437), 
15364(56568): 3(0.068551), 
15365(197911): 3(0.027253), 
15366(435812): 3(0.025953), 
15367(16462): 3(0.109784), 
15368(332754): 3(0.020243), 
15369(25251): 3(0.027428), 
15370(173975): 3(0.027437), 
15371(350677): 3(0.040653), 
15372(372657): 3(0.027414), 
15373(347570): 3(0.020431), 
15374(415076): 3(0.027434), 
15375(331407): 0(0.053282), 
15376(318490): 0(0.025529), 
15377(308522): 0(0.026122), 
15378(169061): 0(0.019307), 
15379(144062): 0(0.026243), 
15380(26801): 2(0.014353), 
15381(309276): 2(0.086301), 
15382(355054): 2(0.101750), 
15383(307858): 
15384(70722): 
15385(529145): 6(0.054466), 
15386(142487): 4(0.056247), 
15387(350907): 4(0.019905), 
15388(312682): 4(0.035472), 
15389(395730): 4(0.014062), 
15390(412185): 
15391(101524): 
15392(149451): 1(0.072155), 
15393(483316): 1(0.040906), 
15394(366909): 1(0.023815), 
15395(275754): 1(0.017523), 
15396(183571): 1(0.017397), 
15397(393976): 1(0.060507), 
15398(325555): 1(0.047510), 
15399(157703): 7(0.013432), 
15400(416878): 3(0.026153), 
15401(164989): 7(0.013617), 
15402(243419): 
15403(532592): 1(0.014859), 
15404(315367): 7(0.027652), 
15405(424518): 1(0.042030), 
15406(440615): 6(0.027280), 
15407(304959): 7(0.034416), 
15408(447873): 2(0.013578), 
15409(236055): 7(0.034416), 
15410(324606): 2(0.079885), 
15411(524600): 7(0.176100), 
15412(66187): 4(0.034616), 
15413(82716): 
15414(529373): 6(0.027503), 
15415(6349): 6(0.048581), 
15416(64206): 6(0.027379), 
15417(416569): 
15418(446539): 
15419(384317): 1(0.016130), 
15420(455373): 0(0.016020), 
15421(446536): 
15422(416567): 
15423(518337): 
15424(72120): 4(0.020847), 
15425(255031): 4(0.027550), 
15426(58003): 4(0.034885), 
15427(73658): 2(0.050464), 
15428(508089): 2(0.043330), 
15429(123184): 2(0.050198), 
15430(406664): 2(0.028535), 
15431(376397): 2(0.014032), 
15432(534788): 2(0.028676), 
15433(400375): 2(0.035675), 
15434(370067): 2(0.086644), 
15435(451276): 
